	PassengerId	Survived	Pclass	Sex	Age	SibSp	Parch	Fare	Embarked	ship	Deck	Title
843	844	False	3	0	34	0	0	6.0	1	Titanic	8	1.0
844	845	False	3	0	17	0	0	8.0	0	Titanic	8	1.0
845	846	False	3	0	42	0	0	7.0	0	Titanic	8	1.0
846	847	False	3	0	29	8	2	69.0	0	Titanic	8	1.0
847	848	False	3	0	35	0	0	7.0	1	Titanic	8	1.0
848	849	False	2	0	28	0	1	33.0	0	Titanic	8	5.0
849	850	True	1	1	22	1	0	89.0	1	Titanic	3	3.0
850	851	False	3	0	4	4	2	31.0	0	Titanic	8	4.0
851	852	False	3	0	74	0	0	7.0	0	Titanic	8	1.0
852	853	False	3	1	9	1	1	15.0	1	Titanic	8	2.0
853	854	True	1	1	16	0	1	39.0	0	Titanic	4	2.0
854	855	False	2	1	44	1	0	26.0	0	Titanic	8	3.0
855	856	True	3	1	18	0	1	9.0	0	Titanic	8	3.0
856	857	True	1	1	45	1	1	164.0	0	Titanic	8	3.0
857	858	True	1	0	51	0	0	26.0	0	Titanic	5	1.0
858	859	True	3	1	24	0	3	19.0	1	Titanic	8	3.0
859	860	False	3	0	23	0	0	7.0	1	Titanic	8	1.0
860	861	False	3	0	41	2	0	14.0	0	Titanic	8	1.0
861	862	False	2	0	21	1	0	11.0	0	Titanic	8	1.0
862	863	True	1	1	48	0	0	25.0	0	Titanic	4	3.0
863	864	False	3	1	33	8	2	69.0	0	Titanic	8	2.0
864	865	False	2	0	24	0	0	13.0	0	Titanic	8	1.0
865	866	True	2	1	42	0	0	13.0	0	Titanic	8	3.0
866	867	True	2	1	27	1	0	13.0	1	Titanic	8	2.0
867	868	False	1	0	31	0	0	50.0	0	Titanic	1	1.0
868	869	False	3	0	31	0	0	9.0	0	Titanic	8	1.0
869	870	True	3	0	4	1	1	11.0	0	Titanic	8	4.0
870	871	False	3	0	26	0	0	7.0	0	Titanic	8	1.0
871	872	True	1	1	47	1	1	52.0	0	Titanic	4	3.0
872	873	False	1	0	33	0	0	5.0	0	Titanic	2	1.0
873	874	False	3	0	47	0	0	9.0	0	Titanic	8	1.0
874	875	True	2	1	28	1	0	24.0	1	Titanic	8	3.0
875	876	True	3	1	15	0	0	7.0	1	Titanic	8	2.0
876	877	False	3	0	20	0	0	9.0	0	Titanic	8	1.0
877	878	False	3	0	19	0	0	7.0	0	Titanic	8	1.0
878	879	False	3	0	41	0	0	7.0	0	Titanic	8	1.0
879	880	True	1	1	56	0	1	83.0	1	Titanic	3	3.0
880	881	True	2	1	25	0	1	26.0	0	Titanic	8	3.0
881	882	False	3	0	33	0	0	7.0	0	Titanic	8	1.0
882	883	False	3	1	22	0	0	10.0	0	Titanic	8	2.0
883	884	False	2	0	28	0	0	10.0	0	Titanic	8	1.0
884	885	False	3	0	25	0	0	7.0	0	Titanic	8	1.0
885	886	False	3	1	39	0	5	29.0	2	Titanic	8	3.0
886	887	False	2	0	27	0	0	13.0	0	Titanic	8	5.0
887	888	True	1	1	19	0	0	30.0	0	Titanic	2	2.0
888	889	False	3	1	20	1	2	23.0	0	Titanic	8	2.0
889	890	True	1	0	26	0	0	30.0	1	Titanic	3	1.0
890	891	False	3	0	32	0	0	7.0	2	Titanic	8	1.0
891	1000	True	1	0	38	1	0	90.0	0	Titanic	3	0.0
